V1 ID,Article ID,V1 Status,V1 Round,V1 RA-ID,V1 Date Coded,Publication Year,Main Point,Climate Attribution Topic,Negative Impacts/Risks,Human Responses,Environmental Justice Topic,Notes,,,,,,,,,,,,
167,Ches/HABs-JJ-290,2,1,KF,2021-08-10,2020,The Chesapeake Bay Foundation report find that Pennsylvania falls behind in cleanup efforts,0,2,0,0,,,,,,,,,,,,,
168,Ches/HABs-JJ-291,2,1,KF,2021-08-10,2020,Algal blooms cause fish deaths,0,4,0,0,,,,,,,,,,,,,
169,Ches/HABs-JJ-293,2,1,KF,2021-08-10,2019,Warmer temperatures having negative impacts on the bay,2,1,0,0,,,,,,,,,,,,,
170,Ches/HABs-JJ-294,2,1,KF,2021-08-10,2014,The dead zone in chesapeake bay grew in size,0,2,0,0,,,,,,,,,,,,,
171,Ches/HABs-JJ-295,2,1,KF,2021-08-10,2014,Dead zone increases in size due to high rainfall,0,0,0,0,,,,,,,,,,,,,
172,Ches/HABs-JJ-296,2,1,KF,2021-08-10,2013,Phosphorus restrictions threaten chicken waste fertiliser selling business,0,0,0,0,,,,,,,,,,,,,
173,Ches/HABs-JJ-297,2,1,KF,2021-08-10,2013,"Flash floods can cause runoff into the bay, causing HABs",0,0,0,0,,,,,,,,,,,,,
174,Ches/HABs-ST-101,2,1,KF,2021-08-17,2019,"Change needed to reduce pollution into the Chesapeake, especially in the context of climate change",2,3,0,0,,,,,,,,,,,,,
175,Ches/HABs-ST-102,2,1,KF,2021-08-17,,Causes of algal blooms and potential solutions,2,3,0,0,,,,,,,,,,,,,
176,Ches/HABs-ST-103,2,1,KF,2021-08-17,2014,Efforts to prevent deadzones globally fall short of solving the problem,1,3,0,0,,,,,,,,,,,,,
177,Ches/HABs-ST-104,2,1,KF,2021-08-17,2014,Global warming could increase the occurrances and intensity of algal blooms,6,2,0,0,,,,,,,,,,,,,
178,Ches/HABs-ST-105,2,1,KF,2021-08-17,2019,Aruges that reduced meat consumption could reduce nutrient runoff and HABs,3,1,0,0,,,,,,,,,,,,,
179,Ches/HABs-ST-108,2,1,KF,2021-08-17,2014,Climate change driving HABs globally,4,1,1,0,,,,,,,,,,,,,
180,Ches/HABs-ST-109,2,1,KF,2021-08-17,2019,Need long term solutions (targetted at climate change) to meet 2025 goals,1,0,3,0,This is a duplicate with GC (118),,,,,,,,,,,,
182,Ches/HABs-JJ-120,2,1,MH,2021-07-21,2020,Algal blooms caused by pollution and climate change can be dangerous in various ways to people and action must be taken ,2,1,2,0,"There are a lot of hypothetical negative impacts in this article, most seem clear that they should not be included but there are a few that could be",,,,,,,,,,,,
183,Ches/HABs-JJ-121,2,1,MH,2021-07-21,2019,The article points out toxic algae hot spots where the public should avoid as they have been linked to dog deaths in other states ,0,1,0,0,,,,,,,,,,,,,
184,Ches/HABs-JJ-122,2,1,MH,2021-07-21,2016,Climate change is increasing the number of algal blooms that are producing dangerous toxins ,3,2,0,0,,,,,,,,,,,,,
185,Ches/HABs-JJ-123,2,1,MH,2021-07-22,2009,"Researchers are investigating why the algal blooms produced a toxic foam that injured surfers and killed at least 10,000 seabirds",0,3,0,0,,,,,,,,,,,,,
186,Ches/HABs-JJ-124,2,1,MH,2021-07-22,2014,This article is a call to action for the government to set a limit on phosphorous pollution to reduce the effects of harmful algal blooms in Lake Eerie,0,1,0,0,,,,,,,,,,,,,
187,Ches/HABs-JJ-125,2,1,MH,2021-07-22,2014,This article is a call to action for the government to set a limit on phosphorous pollution to reduce the effects of harmful algal blooms in Lake Eerie,0,1,0,0,same material as JJ 124,,,,,,,,,,,,
188,Ches/HABs-JJ-126,2,1,MH,2021-07-22,1997,"Algal blooms are causing extreme damage in terms of animal deaths and loss of revenue for toursits, many past negative impacts are being linked to algal blooms ",1,4,0,0,,,,,,,,,,,,,
189,Ches/HABs-JJ-127,2,1,MH,2021-07-22,2005,Scientists are receiving grants to study the negative effects HABs have had on communities in terms of economic downsides and fish deaths. ,0,2,0,0,,,,,,,,,,,,,
190,Ches/HABs-JJ-128,2,1,MH,2021-07-23,1998,The federal government is investing in HAB research to determine causes of toxic algae outbreaks and deal with the negative impacts of these outbreaks.,0,2,0,0,,,,,,,,,,,,,
191,Ches/HABs-JJ-129,2,1,MH,2021-07-23,2014,Many other lakes and bodies of water are facing the same problems with HABs as the Chesapeake Bay and are trying to restore water quality ,0,0,0,0,"there are many negative impacts mentioned, but none relate to the Chesapeake Bay but rather focus on other bodies of water like in Lake Erie",,,,,,,,,,,,
192,Ches/HABs-JJ-244,2,1,MH,2021-07-23,2019,HABs are present in North Carolina similar to the ones in the Chesapeake ,0,0,0,0,this sample could delete pages 9-11 as they are unrelated ,,,,,,,,,,,,
193,Ches/HABs-JJ-245,2,1,MH,2021-07-23,2020,Underwater grasses that help the Chesapeake prevent HABs are being grown at home by volunteers,0,0,0,0,,,,,,,,,,,,,
194,Ches/HABs-JJ-246,2,1,MH,2021-07-23,2019,Virginia is implementing a Chesapeake water cleanup plan to increase the resilience to HABs,0,0,1,0,,,,,,,,,,,,,
195,Ches/HABs-JJ-247,2,1,MH,2021-07-23,2020,Hampton Creek has experienced HABs which have contributed to fish kills,0,1,0,0,,,,,,,,,,,,,
196,Ches/HABs-JJ-248,2,1,MH,2021-07-23,2014,The James River algal blooms are producing harmful effects ,1,1,0,0,,,,,,,,,,,,,
197,Ches/HABs-JJ-298,2,1,MH,2021-08-19,2017,HABs are appearing in many states and inflicting serious damage on people and the surrounding environment ,0,0,0,0,,,,,,,,,,,,,
198,Ches/HABs-JJ-299,2,1,MH,2021-08-19,2015,The US Court of appeals voted unanimoulsy to reduce pollution in the Chesapeake Bay to improve the water quality ,0,0,0,0,,,,,,,,,,,,,
199,Ches/HABs-JJ-300,2,1,MH,2021-08-19,2020,Lancester County leads in poultry-related pollution that negatively impacts the Chesapeake Bay ,0,1,0,0,,,,,,,,,,,,,
200,Ches/HABs-JJ-301,2,1,MH,2021-08-19,2009,PA looks at local legislative changes to help clean up the water quality through federal programs,0,0,0,0,,,,,,,,,,,,,
201,Ches/HABs-JJ-302,2,1,MH,2021-08-19,2017,Researchers are looking at ways to use satellites to monitor HABs ,0,0,0,0,wondering if there is more to this article? It only has three sentences then blank areas where there is either images or more text,,,,,,,,,,,,
202,Ches/HABs-JJ-303,2,1,MH,2021-08-19,2017,Researchers are looking at ways to use satellites to monitor HABs ,0,0,0,0,,,,,,,,,,,,,
203,Ches/HABs-JJ-304,2,1,MH,2021-08-19,2019,Pollution in the Susquahana reservoirs and sediment piles from intense rainfall will cause harm to the Chesapeake Bay.,1,0,0,0,,,,,,,,,,,,,
204,Ches/HABs-ST-119,2,1,MH,2021-08-17,2019,California is experiencing HABs that have harmed many animals in bodies of water off the coast and in the ocean ,0,0,0,0,,,,,,,,,,,,,
205,Ches/HABs-ST-120,2,1,MH,2021-08-17,2019,The University of Delaware is researching methods to combat red tides in the Chesapeake and other areas,0,0,0,0,,,,,,,,,,,,,
206,Ches/HABs-ST-121,2,1,MH,2021-08-17,1997,One of the effects of the environmnetal factors creating HABs in the Chesapeake are the removal of oysters.,0,1,0,0,,,,,,,,,,,,,
207,Ches/HABs-ST-122,2,1,MH,2021-08-17,2019,North Carolina is experiencing HABS that have led to several dog deaths.,0,0,0,0,,,,,,,,,,,,,
208,Ches/HABs-GC-105,2,1,SB,2021-07-17,2020,The Chesapeake Bay expects a smaller--but still too large--dead zone in summer 2020.,0,1,0,0,,,,,,,,,,,,,
209,Ches/HABs-GC-106,2,1,SB,2021-07-17,2020,The Chesapeake Bay expects a smaller--but still too large--dead zone in summer 2020.,0,1,0,0,,,,,,,,,,,,,
210,Ches/HABs-GC-107,2,1,SB,2021-07-17,2020,The Chesapeake Bay expects a smaller--but still too large--dead zone in summer 2020.,0,2,0,0,,,,,,,,,,,,,
211,Ches/HABs-GC-108,2,1,SB,2021-07-17,2020,Clean water advocates are suing the EPA for its inability to reduce Lake Erie's toxic algae.,0,0,0,0,,,,,,,,,,,,,
212,Ches/HABs-GC-109,2,1,SB,2021-07-17,2017,The San Francisco Bay may be at risk for increased harmful algal blooms.,0,1,0,0,,,,,,,,,,,,,
213,Ches/HABs-GC-110,2,1,SB,2021-07-17,2008,Pennyslvania CAFOs are assisting in the effort to reduce nutrient runoff in the Chesapeake Bay.,0,1,0,0,,,,,,,,,,,,,
214,Ches/HABs-GC-111,2,1,SB,2021-07-17,2013,Algal blooms in Eastern China and the US are destroying economies and livelihoods. ,0,2,0,0,,,,,,,,,,,,,
215,Ches/HABs-GC-112,2,1,SB,2021-07-17,2014,A new study revealed the monetary value of a cleaner and healthier Chesapeake Bay.,0,0,0,0,,,,,,,,,,,,,
216,Ches/HABs-GC-113,2,1,SB,2021-07-17,2013,Algal blooms in Eastern China and the US are destroying economies and livelihoods. ,0,2,0,0,,,,,,,,,,,,,
217,Ches/HABs-GC-114,2,1,SB,2021-07-17,2019,The USDA should re-establish the CREP program to plant buffer zones around the Bay. ,0,0,0,0,,,,,,,,,,,,,
218,Ches/HABs-GC-116,2,1,SB,2021-07-17,2015,Thousands of fish have died in the Chesapeake Bay because of an algae-produced toxin.,1,4,0,0,,,,,,,,,,,,,
219,Ches/HABs-GC-117,2,1,SB,2021-07-17,2015,Thousands of fish have died in the Chesapeake Bay because of an algae-produced toxin.,1,4,0,0,,,,,,,,,,,,,
220,Ches/HABs-GC-126,2,1,SB,2021-07-20,2019,Increased HABs in the Chesapeake can be attributed primarily to climate change and agricultural pollution.,2,1,1,0,,,,,,,,,,,,,
221,Ches/HABs-GC-127,2,1,SB,2021-07-20,2001,The Chesapeake Bay Program has developed a report on the Bay's health and recovery goals. ,0,0,0,0,,,,,,,,,,,,,
222,Ches/HABs-GC-128,2,1,SB,2021-07-20,2017,"Gulf of Mexico wildlife rehabilitation centers are seeing more sick birds, indicating exposure to HABs.",0,0,0,0,,,,,,,,,,,,,
223,Ches/HABs-GC-129,2,1,SB,2021-07-20,2017,"Gulf of Mexico wildlife rehabilitation centers are seeing more sick birds, indicating exposure to HABs.",0,0,0,0,,,,,,,,,,,,,
224,Ches/HABs-GC-130,2,1,SB,2021-07-20,2019,Increased HABs in the Chesapeake can be attributed primarily to climate change and agricultural pollution.,2,1,1,0,,,,,,,,,,,,,
225,Ches/HABs-GC-134,2,1,SB,2021-07-20,1997,"Pfisteria, a fish-killing dinoflagellate, may have wreaked havoc on the Chesapeake Bay's aquatic organisms.",1,2,0,0,,,,,,,,,,,,,
226,Ches/HABs-GC-135,2,1,SB,2021-07-20,2015,VIMS researchers are studying particularly dense and widespread HABs in the Chesapeake Bay. ,0,1,0,0,,,,,,,,,,,,,
227,Ches/HABs-GC-138,2,1,SB,2021-07-20,1997,Toxic algae and microbes are threatening coastal areas worldwide and upsetting other aquatic life forms.,1,2,0,0,,,,,,,,,,,,,
228,Ches/HABs-GC-140,2,1,SB,2021-07-20,2014,Florida and other states are experiencing harmful algae blooms caused by nutrient runoff.,1,2,0,0,,,,,,,,,,,,,
229,Ches/HABs-GC-152,2,1,SB,2021-07-28,2009,Human health risks abound in the Chesapeake Bay due to nutrient pollution and HABs.,0,0,0,0,,,,,,,,,,,,,
230,Ches/HABs-GC-153,2,1,SB,2021-07-28,2019,Maryland scientists are investigating what fuels HABs and how to mitigate them. ,1,0,2,0,,,,,,,,,,,,,
231,Ches/HABs-GC-154,2,1,SB,2021-07-28,2017,VIMS researchers are studying how Chesapeake Bay hypoxia is affecting fish resources and aquaculture.,0,0,0,0,,,,,,,,,,,,,
232,Ches/HABs-GC-155,2,1,SB,2021-07-28,2017,The San Francisco Bay may be at risk for increased harmful algal blooms.,0,1,0,0,"Pdf won't let me open in preview to highlight, but these were the only relevant quotes",,,,,,,,,,,,
233,Ches/HABs-GC-156,2,1,SB,2021-07-28,2016,UMichigan researchers predict that Lake Erie will experience a less severe HAB in 2016.,0,0,0,0,,,,,,,,,,,,,
234,Ches/HABs-GC-157,2,1,SB,2021-07-28,2019,"Dogs were fatally harmed by toxic algae in the Chesapeake Bay, making headlines.",0,4,0,0,,,,,,,,,,,,,
235,Ches/HABs-JJ-104,2,1,SB,2021-07-28,2014,Toxic algae is plaguing lakes and reservoirs across Maryland as people search for solutions. ,0,2,0,0,,,,,,,,,,,,,
236,Ches/HABs-JJ-106,2,1,SB,2021-07-28,2010,The EPA aims to reduce pollution in the Chesapeake by imposing a nutrient trading policy.,0,0,0,0,,,,,,,,,,,,,
237,Ches/HABs-JJ-107,2,1,SB,2021-07-28,2014,Peter Goodwin will head the Maryland Center for Environmental Science which supports Chesapeake Bay research. ,0,0,0,0,,,,,,,,,,,,,
238,Ches/HABs-JJ-108,2,1,SB,2021-07-28,2014,Chesapeake Bay harmful algal blooms and dead zones are likely caused or intensified by climate change.,3,1,2,0,,,,,,,,,,,,,
239,Ches/HABs-JJ-109,2,1,SB,2021-07-28,2015,Fish kills across the Chesapeake Bay are increasing during the summer when waters are warmest.,0,3,0,0,,,,,,,,,,,,,
241,Ches/HABs-JJ-133,2,1,SB,2021-07-30,2008,VIMS scientists find that dead zones are increasing and a major stressor on marine ecosystems.,0,2,0,0,,,,,,,,,,,,,
242,Ches/HABs-JJ-135,2,1,SB,2021-07-30,2020,Urine diversion and recycling efforts can reduce nutrient pollution in lakes and waterways.,0,0,0,0,,,,,,,,,,,,,
243,Ches/HABs-JJ-136,2,1,SB,2021-07-30,2013,"All over the world, nutrients are overloading waterways and creating algae blooms that cause hypoxia.",0,1,0,0,"There were more negative impacts, but they weren't directly related to the Chesapeake (more like ""all over the world"")",,,,,,,,,,,,
244,Ches/HABs-JJ-137,2,1,SB,2021-07-30,2019,UMCES researchers are bringing their Chesapeake Bay HABS expertise to better understand Florida algal blooms.,1,0,2,0,,,,,,,,,,,,,
245,Ches/HABs-JJ-138,2,1,SB,2021-07-30,2018,Researchers are creating a more comprehensive system of information about Chesapeake Bay water quality.,2,1,2,0,"The whole article is about researchers compiling individual Chesapeake Bay water quality datasets into an organized and comprehensive dataset that can provide insight into WHY the Bay's health is so poor, specifically trying to provide a link between climate change and the proliferation of HABS... however, human responses quotes were kind of weak. ",,,,,,,,,,,,
246,Ches/HABs-JJ-141,2,1,SB,2021-07-31,2019,UMCES researchers are testing grain and barley products as natural mitigators of algal blooms.,2,1,1,0,,,,,,,,,,,,,
247,Ches/HABs-JJ-142,2,1,SB,2021-07-31,2019,The James River in the Chesapeake will recieve stricter water quality standards to curb HABs.,1,0,0,0,"Some critical parts are covered with ads, hard to read",,,,,,,,,,,,
248,Ches/HABs-JJ-143,2,1,SB,2021-07-31,2013,Algal blooms in Eastern China and the US are destroying economies and livelihoods. ,0,2,0,0,,,,,,,,,,,,,
249,Ches/HABs-JJ-144,2,1,SB,2021-07-31,2020,"Maryland will recieve almost 700,000$ from the EPA to address agricultural nutrient runoff.",0,0,0,0,,,,,,,,,,,,,
250,Ches/HABs-JJ-146,2,1,SB,2021-07-31,2013,"Climatic conditions influence the prevalence of HABs, which can contain harmful bacteria and toxins.",0,3,0,0,,,,,,,,,,,,,
251,Ches/HABs-JJ-213,2,1,SB,2021-07-31,2017,Researchers at VIMS are using drones to identify and study HABS in the Chesapeake Bay.,0,0,0,0,,,,,,,,,,,,,
252,Ches/HABs-JJ-214,2,1,SB,2021-07-31,2000,"HABs are once again threatening the Chesapeake Bay, and are proliferating around the world.",0,2,0,0,,,,,,,,,,,,,
253,Ches/HABs-JJ-215,2,1,SB,2021-07-31,2003,The Chesapeake Futures report imagines what the Bay may look like under three alternative scenarios.,0,0,0,0,"All hypothetical, so no NIs/CA/etc",,,,,,,,,,,,
254,Ches/HABs-JJ-216,2,1,SB,2021-08-02,2010,"Chesapeake Bay summer conditions are better than average, with less fish kills and hypoxic zones.",0,1,0,0,,,,,,,,,,,,,
255,Ches/HABs-JJ-217,2,1,SB,2021-08-02,2019,The USDA should re-establish the CREP program to plant buffer zones around the Bay. ,0,0,0,0,,,,,,,,,,,,,
256,Ches/HABs-JJ-218,2,1,SB,2021-08-02,2019,Volunteers around the Chesapeake Bay watershed are using drones to monitor seagrass growth and HABs.,0,0,0,0,,,,,,,,,,,,,
257,Ches/HABs-JJ-219,2,1,SB,2021-08-02,2005,The Chesapeake Bay Foundation calls on the CBP to commit to more drastic restoration efforts.,0,1,0,0,,,,,,,,,,,,,
258,Ches/HABs-JJ-220,2,1,SB,2021-08-02,1999,Federal spending on Chesapeake Bay restoration efforts aren't changing much during the Clinton administration.,0,0,0,0,,,,,,,,,,,,,
259,Ches/HABs-JJ-225,2,1,SB,2021-08-02,2003,"Dead zones are proliferating within the Chesapeake Bay, Gulf of Mexico, and other US bays.",0,2,0,0,"NIs were very general to dead zones across the US, hard to decide if they counted. Lots of ""--- CAN cause..."" applied to US eutrophic bays in general. ",,,,,,,,,,,,
260,Ches/HABs-JJ-226,2,1,SB,2021-08-02,2004,The CBF is pushing the EPA to enforce the Clean Water Act and establish a TMDL. ,0,1,0,0,,,,,,,,,,,,,
261,Ches/HABs-JJ-227,2,1,SB,2021-08-09,2007,"Algae blooms in the Chesapeake Bay are staining waterways, causing hypoxia, and killing fish.",0,4,0,0,"Does discoloration count as a NI? It is definitely an eyesore, doesn't encourage tourism or any interaction with the water",,,,,,,,,,,,
262,Ches/HABs-JJ-228,2,1,SB,2021-08-09,2008,EPA director says that Chesapeake restoration efforts must be expanded to meet water quality goals.,1,1,0,0,,,,,,,,,,,,,
263,Ches/HABs-JJ-229,2,1,SB,2021-08-09,1998,"Nutrient overenrichment is a problem in the Chesapeake, but not all nutrients cause algal growth.",0,1,0,0,,,,,,,,,,,,,
264,Ches/HABs-JJ-230,2,1,SB,2021-08-09,1997,"In the Pocomoke, fish lesions have led scientists to blame the toxic Pfiesteria algae.",0,2,0,0,,,,,,,,,,,,,
265,Ches/HABs-JJ-251,2,1,SB,2021-08-09,2019,Virginia's State Water Control Board agreed to update assessment methodologies for James River chlorophyll levels. ,0,0,0,0,,,,,,,,,,,,,
266,Ches/HABs-JJ-252,2,1,SB,2021-08-09,2014,Heavy snowfall causes spring/summer runoff which can provoke more algae blooms in the Chesapeake.,0,4,0,0,"Almost connects to climate change, but doesn't mention anything about how the climate is getting warmer each year rather than just seasonally",,,,,,,,,,,,
267,Ches/HABs-JJ-253,2,1,SB,2021-08-09,2013,Heavy snowfall causes spring/summer runoff which can provoke more algae blooms in the Chesapeake.,0,2,0,0,,,,,,,,,,,,,
268,Ches/HABs-JJ-254,2,1,SB,2021-08-09,2013,Algal blooms in Eastern China and the US are destroying economies and livelihoods. ,0,2,0,0,See GC-113 for highlights,,,,,,,,,,,,
269,Ches/HABs-JJ-255,2,1,SB,2021-08-09,2015,Fish kills across the Chesapeake Bay are increasing during the summer when waters are warmest.,0,3,0,0,See JJ-109 for highlights,,,,,,,,,,,,
270,Ches/HABs-JJ-256,2,1,SB,2021-08-10,2017,Drones can effectively hunt harmful algal blooms being studied for research in the Chesapeake.,0,1,0,0,Ads covering up some non critical text,,,,,,,,,,,,
271,Ches/HABs-JJ-257,2,1,SB,2021-08-10,2016,Toxic algae called Alexandrium monilatum remains in the Chesapeake as researchers examine its impacts. ,0,2,0,0,,,,,,,,,,,,,
272,Ches/HABs-JJ-258,2,1,SB,2021-08-10,2020,"The ""Grasses for the Masses"" program enlists volunteers to grow seagrasses in their homes.",0,0,0,0,,,,,,,,,,,,,
273,Ches/HABs-JJ-267,2,1,SB,2021-08-10,2017,The Chesapeake Bay Program's Hampton workshops will teach residents sustainable landscaping and HABs prevention.,0,0,0,0,,,,,,,,,,,,,
274,Ches/HABs-JJ-268,2,1,SB,2021-08-30,2020,Algae blooms are lighting up the Chesapeake Bay by night and killing fish by day.,0,2,0,0,Ads are covering some critical parts of the article,,,,,,,,,,,,
275,Ches/HABs-JJ-269,2,1,SB,2021-08-10,2015,Environmental groups are faulting Honeywell International for the pollutants it discharges into the James River.,0,0,0,0,,,,,,,,,,,,,
276,Ches/HABs-JJ-270,2,1,SB,2021-08-10,2016,The governor of Virginia wants to pay Virginia farmers to help clean the Chesapeake Bay.,0,0,0,0,,,,,,,,,,,,,
277,Ches/HABs-JJ-271,2,1,SB,2021-08-10,2010,Congress authorized 200 million dollars over 5 years to fight harmful algal blooms.,0,1,0,0,,,,,,,,,,,,,
278,Ches/HABs-JJ-272,2,1,SB,2021-08-10,2014,The Chesapeake Bay Program's new report explains that restoration efforts are causing watershed health improvements.,0,0,0,0,,,,,,,,,,,,,
279,Ches/HABs-JJ-272,2,1,SB,2021-08-10,2012,Bioluminescent algae are dazzling people and potentially harming aquatic life along the York River.,1,2,0,0,,,,,,,,,,,,,
280,Ches/HABs-JJ-273,2,1,SB,2021-08-10,2014,VIMs is recieving a 400k grant for a laser microscope to aid red tide research.,0,0,0,0,,,,,,,,,,,,,
281,Ches/HABs-JJ-323,2,1,SB,2021-08-13,2020,Virginia's coastline is witnessing annual bioluminescent algae blooms.,0,1,0,0,,,,,,,,,,,,,
282,Ches/HABs-JJ-324,2,1,SB,2021-08-13,2016,Cleaner air lowers airborne excess nitrogen in the Chesapeake Bay which cause algae blooms.,0,0,0,0,,,,,,,,,,,,,
283,Ches/HABs-JJ-325,2,1,SB,2021-08-13,2016,"According to an expert forecast, the Chesapeake Bay's low-oxygen dead zone is 10% smaller.",0,0,0,0,,,,,,,,,,,,,
284,Ches/HABs-JJ-326,2,1,SB,2021-08-13,2016,UMCES says 2015 efforts to reduce nitrogen and phosphorus runoff has improved Chesapeake Bay health. ,0,0,0,0,,,,,,,,,,,,,
285,Ches/HABs-JJ-327,2,1,SB,2021-08-13,2020,"Though the Chesapeake Bay's health is improving, Pennyslvania is not reducing enough farm-based pollution runoff. ",0,2,0,0,,,,,,,,,,,,,
286,Ches/HABs-JJ-328,2,1,SB,2021-08-13,2011,"The Chesapeake Bay seems to be improving, with a smaller dead zone and increased crab population. ",0,0,0,0,,,,,,,,,,,,,
287,Ches/HABs-JJ-329,2,1,SB,2021-08-13,2012,"The Chesapeake Bay recieved a D+ health rating, due to heavy rains and a hot summer.",0,0,0,0,,,,,,,,,,,,,
288,Ches/HABs-JJ-330,2,1,SB,2021-08-13,2011,"As summer approaches and seagrass populations decline, the Chesapeake Bay may experience more HABs.",0,1,0,0,,,,,,,,,,,,,
289,Ches/HABs-JJ-331,2,1,SB,2021-08-13,2011,Maryland landowners' use of fertilizers causes nutrient runoff which provoke HABs and dead zones.,0,3,0,0,,,,,,,,,,,,,
290,Ches/HABs-JJ-332,2,1,SB,2021-08-13,2017,Researchers of the National Oceanographic and Atmospheric Administration are creating an algae bloom tracking satellite.,0,0,0,0,,,,,,,,,,,,,
291,Ches/HABs-JJ-333,2,1,SB,2021-08-14,2019,"Sediment and pollution is stockpiling behind the Conowingo Dam, posing a threat to the Chesapeake.",1,0,0,0,,,,,,,,,,,,,
292,Ches/HABs-JJ-334,2,1,SB,2021-08-14,2017,Toxic algae is causing human health threats and ecosystem damage in waterways across the US.,1,2,0,0,,,,,,,,,,,,,
293,Ches/HABs-JJ-335,2,1,SB,2021-08-14,2013,Maryland communities are struggling to fund nutrient and sediment reduction mandates to aid the Chesapeake.,0,1,0,0,,,,,,,,,,,,,
294,Ches/HABs-JJ-336,2,1,SB,2021-08-14,2019,"Sediment and pollution is stockpiling behind the Conowingo Dam, posing a threat to the Chesapeake.",1,0,0,0,,,,,,,,,,,,,
295,Ches/HABs-JJ-337,2,1,SB,2021-08-14,2013,Maryland agriculture officials say new fertilizer regulations will be phased in to reduce phosphorus pollution.,0,0,0,0,,,,,,,,,,,,,
296,Ches/HABs-JJ-338,2,1,SB,2021-08-14,2020,The Maryland Department of Agriculture reminds citizens to follow the state's lawn fertilizer law.,0,1,0,0,,,,,,,,,,,,,
297,Ches/HABs-JJ-339,2,1,SB,2021-08-14,2015,Maryland governor is finding common ground between the agricultural and environmental community on fertilizer laws.,0,0,0,0,,,,,,,,,,,,,
298,Ches/HABs-JJ-340,2,1,SB,2021-08-14,2013,Farmers have significantly reduced the flow of pollutants and sediment into the Chesapeake Bay. ,0,0,0,0,,,,,,,,,,,,,
299,Ches/HABs-JJ-341,2,1,SB,2021-08-14,2013,Maryland withdrew plans to accelerate implementation of regulations to reduce phosphorus pollution in the Chesapeake. ,0,1,0,0,,,,,,,,,,,,,
300,Ches/HABs-JJ-342,2,1,SB,2021-08-14,2014,Maryland governor O'Malley will reduce polluted phosphorus discharges into waterways by imposing new farming regulations.,0,0,0,0,,,,,,,,,,,,,
301,Ches/HABs-ST-8,2,1,SB,2021-08-17,2017,New grants and technologies are helping VIMS researchers better understand potential HABs in the Chesapeake.,0,3,0,0,,,,,,,,,,,,,
302,Ches/HABs-ST-11,2,1,SB,2021-08-17,2013,Heavy snowfall causes spring/summer runoff which can provoke more algae blooms in the Chesapeake.,0,4,0,0,,,,,,,,,,,,,
303,Ches/HABs-ST-13,2,1,SB,2021-08-17,2014,The Chesapeake Bay and Lake Erie are both plagued by harmful algal blooms.,0,1,0,0,,,,,,,,,,,,,
304,Ches/HABs-ST-14,2,1,SB,2021-08-17,2019,Virginia's State Water Control Board is revising water quality standards for the James River.,1,2,0,0,,,,,,,,,,,,,
305,Ches/HABs-ST-17,2,1,SB,2021-08-17,2014,NOAA researchers predict that Lake Erie will have a significant cyanobacteria bloom in late summer.,0,0,0,0,,,,,,,,,,,,,
306,Ches/HABs-ST-19,2,1,SB,2021-08-17,1996,Fish-killing algae in the Chesapeake Bay have returned in both a Maryland laboratory and fish farm. ,0,5,0,0,,,,,,,,,,,,,
307,Ches/HABs-ST-20,2,1,SB,2021-08-17,2000,Red tides are becoming more common across the country because of human-controlled inputs like runoff.,0,0,0,0,,,,,,,,,,,,,
308,Ches/HABs-ST-21,2,1,SB,2021-08-17,1996,"From North Carolina to Maryland, dangerous red tides are plaguing waterways and harming researchers.",0,1,0,0,,,,,,,,,,,,,
309,Ches/HABs-ST-22,2,1,SB,2021-08-17,2017,"The Chesapeake Bay's water quality and aquatic ecoysystem is improving, and should continue improving. ",0,0,0,0,,,,,,,,,,,,,
310,Ches/HABs-ST-27,2,1,SB,2021-08-17,2019,Polluters in agricultural and other sectors should pay for their impacts to US water quality.,0,1,0,0,,,,,,,,,,,,,
312,Ches/HABs-ST-147,2,1,DM,2021-09-29,2013,"Algae blooms are increasing around the world, particular interview in CB.",0,1,0,0,,,,,,,,,,,,,
